transaction_amount,hour_of_day,account_age_days,num_txn_last_24h,num_failed_txn_last_24h,distance_from_usual_km,transaction_type,merchant_category,device_type,is_new_payee,risk_label
760.48,13,2425,3,0,3.48,Merchant,Jewelry,Android,No,suspicious
6070.29,4,4493,2,0,1.04,P2P,Electronics,Android,No,fraud
891.01,15,2647,3,2,1.8,P2P,Groceries,Android,Yes,fraud
2743.05,7,3353,1,0,8.23,Merchant,Travel,Android,No,suspicious
567.34,17,3165,3,1,26.03,P2P,Travel,Android,Yes,fraud
1109.24,11,1433,2,0,0.41,P2P,Fuel,Android,No,safe
5598.32,2,1468,5,2,2.15,P2P,Fuel,iOS,No,fraud
1565.0,9,217,4,0,3.77,P2P,Electronics,Android,No,suspicious
752.58,7,1456,3,0,3.61,Merchant,Jewelry,Android,Yes,suspicious
3494.63,18,2695,1,0,0.1,P2P,Groceries,iOS,No,suspicious
4530.27,12,2949,2,0,2.67,P2P,Fuel,Android,Yes,suspicious
852.69,9,4861,3,3,0.71,P2P,Fuel,iOS,Yes,fraud
447.27,21,3368,3,0,2.85,P2P,Groceries,iOS,No,safe
298.53,15,3078,3,0,12.97,P2P,Travel,Android,No,safe
5035.93,0,371,3,0,1.52,P2P,Fuel,Android,No,suspicious
185.27,22,984,6,0,7.48,P2P,Electronics,Android,No,suspicious
1342.01,12,270,4,0,11.63,P2P,Groceries,Android,No,suspicious
790.94,4,3303,3,0,4.4,P2P,Electronics,Android,Yes,fraud
3576.1,20,2772,4,0,0.42,P2P,Jewelry,iOS,Yes,fraud
4203.68,6,1919,3,0,2.47,BillPay,Groceries,Android,No,suspicious
519.49,9,1348,4,1,1.21,P2P,Groceries,Android,Yes,fraud
342.13,15,1601,3,0,2.63,Merchant,Electronics,Android,Yes,suspicious
484.31,15,3735,3,0,1.98,P2P,Electronics,Android,No,suspicious
907.48,8,2520,3,2,6.85,P2P,Fuel,Android,No,fraud
825.81,6,3831,5,1,8.27,P2P,Groceries,Android,Yes,fraud
3182.48,12,3751,3,0,14.97,Merchant,Jewelry,iOS,No,suspicious
1792.41,22,3709,6,1,4.33,P2P,Groceries,Unknown,No,fraud
904.64,13,4418,2,2,1.32,P2P,Fuel,iOS,Yes,fraud
400.64,4,4396,3,1,3.82,Merchant,Jewelry,Android,No,fraud
5361.67,14,4231,3,1,2.38,P2P,Groceries,Android,No,fraud
4845.41,20,629,1,0,10.67,P2P,Fuel,Android,No,suspicious
260.92,15,379,2,0,1.72,P2P,Groceries,Android,Yes,suspicious
1113.7,6,3112,4,0,0.5,Merchant,Groceries,Android,Yes,suspicious
885.89,1,73,1,0,3.16,BillPay,Fuel,Android,No,suspicious
759.15,1,4038,4,0,0.72,Merchant,Travel,Android,No,suspicious
2046.92,7,4475,4,0,1.66,Merchant,Electronics,Android,Yes,fraud
30554.59,7,1678,6,3,0.53,Merchant,Groceries,Android,No,fraud
2896.27,1,2281,4,2,7.37,Merchant,Travel,iOS,Yes,fraud
735.07,12,169,2,0,5.86,P2P,Fuel,Android,No,safe
7480.78,21,3989,4,0,6.15,Merchant,Jewelry,Android,No,fraud
1603.43,3,4688,3,0,6.2,P2P,Travel,iOS,Yes,suspicious
2212.31,23,818,1,0,0.2,P2P,Fuel,Android,No,safe
2681.32,15,3998,2,0,0.83,Merchant,Travel,Android,No,suspicious
414.71,13,3871,4,1,3.88,Merchant,Travel,Android,No,suspicious
2732.81,6,3996,3,0,2.91,P2P,Fuel,Android,No,suspicious
1243.9,19,3229,4,2,3.3,P2P,Electronics,Android,No,fraud
831.17,1,1379,4,2,4.85,Merchant,Fuel,iOS,No,fraud
1359.81,20,4982,2,1,2.23,P2P,Fuel,iOS,No,suspicious
1254.39,5,1892,4,0,7.05,Merchant,Fuel,Android,No,suspicious
5856.99,3,1884,4,0,0.83,P2P,Groceries,Android,No,suspicious
2305.21,5,4831,3,0,5.21,P2P,Travel,iOS,Yes,suspicious
2255.06,16,4190,3,0,2.82,P2P,Jewelry,Android,No,suspicious
2564.28,20,3407,0,0,1.89,P2P,Travel,Android,No,safe
7346.31,20,1822,2,0,6.94,P2P,Jewelry,iOS,Yes,fraud
5806.08,14,3167,3,0,14.86,P2P,Travel,iOS,No,suspicious
1328.6,21,1985,5,0,9.38,P2P,Electronics,Unknown,Yes,fraud
536.98,0,2926,3,0,8.58,BillPay,Groceries,Android,No,suspicious
1897.11,23,2839,2,0,0.24,Merchant,Electronics,Android,No,suspicious
1308.94,5,2312,1,0,0.95,P2P,Jewelry,iOS,Yes,suspicious
640.45,16,9,3,0,0.35,Merchant,Groceries,Android,No,suspicious
1114.46,3,1801,0,0,1.26,Merchant,Groceries,Android,No,suspicious
1521.07,16,1681,7,0,2.56,P2P,Electronics,Android,Yes,fraud
2263.03,16,2763,2,0,4.3,P2P,Electronics,Android,No,suspicious
2407.59,23,2703,1,0,1.34,Merchant,Fuel,iOS,No,safe
390.05,6,3966,3,0,12.92,Merchant,Travel,Android,Yes,suspicious
1336.05,18,1474,3,1,29.53,P2P,Fuel,Android,Yes,fraud
4068.15,0,1090,4,0,1.3,P2P,Groceries,iOS,No,suspicious
1216.09,1,3563,3,0,2.02,Merchant,Groceries,iOS,Yes,suspicious
1593.35,16,3535,4,0,2.05,P2P,Travel,Android,No,suspicious
419.04,1,1585,7,0,1.53,P2P,Fuel,Android,No,suspicious
1210.97,21,3486,4,1,0.26,Merchant,Electronics,Android,No,fraud
301.13,16,702,4,0,7.41,Merchant,Groceries,Android,No,safe
1469.58,7,4795,1,1,0.73,BillPay,Fuel,Android,No,suspicious
1695.22,6,2557,2,0,6.05,P2P,Groceries,Android,No,suspicious
3141.08,14,1048,4,0,10.71,Merchant,Electronics,Android,No,suspicious
1679.23,3,4234,3,0,10.47,Merchant,Fuel,iOS,No,suspicious
6516.93,21,3857,3,1,0.18,P2P,Fuel,Android,Yes,fraud
1528.0,0,977,1,0,4.49,Merchant,Groceries,Android,Yes,suspicious
1500.12,2,1964,3,0,7.35,P2P,Fuel,Android,No,suspicious
4011.17,11,1476,3,0,5.55,Merchant,Fuel,Android,No,suspicious
28716.07,9,3158,4,1,11.04,P2P,Fuel,Android,No,fraud
4386.89,6,1987,2,1,1.9,P2P,Electronics,Android,No,fraud
2942.04,19,2994,3,0,3.12,P2P,Jewelry,Android,No,suspicious
421.81,23,4207,11,1,6.55,P2P,Travel,Android,No,fraud
8775.75,11,3968,5,0,7.58,P2P,Travel,Android,Yes,fraud
3160.69,17,2440,2,0,2.74,Merchant,Travel,Android,No,suspicious
1264.74,11,3610,5,0,14.68,P2P,Fuel,iOS,Yes,suspicious
3282.59,21,2606,4,1,1.31,Merchant,Groceries,Android,No,fraud
530.87,1,101,2,0,4.01,P2P,Jewelry,iOS,No,suspicious
2095.36,17,1167,1,0,8.2,P2P,Jewelry,iOS,No,suspicious
1460.36,22,2922,3,0,5.0,Merchant,Travel,iOS,Yes,suspicious
2945.63,6,1703,2,0,1.06,Merchant,Groceries,Android,No,suspicious
1315.48,17,2601,2,0,10.61,BillPay,Electronics,Unknown,Yes,fraud
2481.07,14,1818,5,0,7.32,P2P,Travel,Unknown,Yes,fraud
7577.01,14,3556,1,0,8.21,P2P,Fuel,iOS,Yes,suspicious
339.88,10,2173,3,0,0.66,Merchant,Jewelry,iOS,Yes,suspicious
3635.5,14,2458,3,0,11.86,BillPay,Jewelry,iOS,No,suspicious
12691.76,22,3190,4,0,2.62,BillPay,Jewelry,iOS,No,fraud
947.28,13,1738,2,1,4.8,P2P,Travel,iOS,Yes,fraud
143.26,13,532,1,0,9.85,Merchant,Groceries,Android,Yes,safe
1293.85,18,3548,2,0,2.52,P2P,Groceries,iOS,No,suspicious
4722.48,5,787,3,1,6.16,P2P,Groceries,Android,No,fraud
324.83,8,4562,2,0,17.55,P2P,Fuel,iOS,No,safe
4977.53,5,1359,2,0,10.07,Merchant,Jewelry,iOS,Yes,fraud
2894.27,5,4350,0,1,3.79,BillPay,Groceries,Android,No,suspicious
6503.47,6,169,1,0,2.46,P2P,Jewelry,iOS,No,suspicious
925.35,21,730,4,0,10.01,Merchant,Groceries,iOS,No,suspicious
352.79,11,4810,0,0,1.58,Merchant,Electronics,Android,No,safe
8462.32,14,2010,5,0,9.07,P2P,Electronics,Android,No,fraud
1144.78,12,1513,1,0,11.7,Merchant,Electronics,Android,Yes,suspicious
285.08,14,1887,7,1,14.62,P2P,Travel,iOS,Yes,fraud
938.9,13,1548,1,0,8.52,Merchant,Electronics,Unknown,No,suspicious
1207.58,11,3406,0,0,9.63,P2P,Travel,Android,No,safe
399.85,10,1729,3,1,0.99,P2P,Jewelry,iOS,No,fraud
6735.89,19,4934,1,1,0.54,P2P,Electronics,Android,No,fraud
3180.92,7,8,3,0,3.35,Merchant,Fuel,iOS,Yes,fraud
2019.49,15,2103,3,0,3.06,P2P,Electronics,iOS,Yes,fraud
944.31,0,2813,3,1,16.33,Merchant,Jewelry,Android,Yes,fraud
7615.43,22,4094,4,0,0.94,Merchant,Travel,iOS,Yes,suspicious
745.03,8,1511,2,0,0.76,Merchant,Electronics,Android,No,suspicious
2108.51,15,58,2,0,4.55,P2P,Electronics,Android,No,fraud
666.2,11,4720,7,0,2.8,Merchant,Fuel,Android,Yes,suspicious
1361.66,8,2986,2,0,2.95,P2P,Groceries,Unknown,No,suspicious
1742.77,12,2398,1,0,2.11,BillPay,Electronics,iOS,Yes,suspicious
1245.22,13,1598,3,1,0.72,P2P,Groceries,Unknown,No,fraud
770.31,22,2595,3,0,3.05,P2P,Electronics,Android,No,suspicious
4692.88,0,1643,1,0,1.27,P2P,Jewelry,Android,No,suspicious
3468.19,14,1782,4,0,0.87,P2P,Groceries,Android,No,suspicious
2531.48,17,3898,6,1,2.99,Merchant,Jewelry,Android,No,fraud
852.45,18,2967,4,0,3.63,Merchant,Jewelry,Android,No,suspicious
2395.51,21,3734,0,0,2.45,Merchant,Travel,Android,Yes,suspicious
857.29,15,2420,2,1,1.5,P2P,Fuel,iOS,Yes,fraud
7338.16,20,2185,3,0,0.72,P2P,Electronics,Android,No,suspicious
964.59,6,4473,1,1,6.95,Merchant,Jewelry,Android,No,fraud
1088.48,13,3112,3,0,1.64,P2P,Fuel,iOS,No,suspicious
3404.42,6,1647,5,0,6.96,P2P,Groceries,Android,No,suspicious
1768.91,12,232,0,1,2.99,Merchant,Travel,iOS,Yes,suspicious
598.23,7,2960,2,1,5.59,Merchant,Electronics,iOS,No,fraud
4003.45,9,3678,3,1,0.35,P2P,Groceries,Android,No,fraud
3266.97,3,2621,1,0,4.37,P2P,Fuel,Android,No,suspicious
981.43,17,2929,1,1,0.7,Merchant,Travel,Android,No,suspicious
924.5,5,3245,2,0,1.1,Merchant,Jewelry,iOS,No,suspicious
977.56,14,3035,4,0,4.76,Merchant,Electronics,Android,No,suspicious
459.0,9,2172,1,1,0.33,P2P,Fuel,Android,No,suspicious
5723.56,12,1789,3,0,2.89,P2P,Groceries,Android,Yes,suspicious
1372.56,3,3738,4,0,3.63,Merchant,Fuel,Android,No,suspicious
5480.82,10,420,2,0,0.89,Merchant,Groceries,Android,No,suspicious
1407.24,16,453,2,1,1.98,Merchant,Groceries,Android,No,suspicious
784.78,8,4103,3,0,0.5,P2P,Travel,Android,No,suspicious
353.86,21,2158,3,0,1.31,P2P,Electronics,iOS,Yes,suspicious
1187.61,4,4571,1,0,0.0,P2P,Jewelry,Android,No,suspicious
1384.2,20,3066,2,2,0.93,P2P,Groceries,Android,No,fraud
3314.56,17,4716,1,2,6.54,Merchant,Groceries,iOS,No,fraud
2302.67,21,3123,3,0,10.23,P2P,Groceries,Android,No,suspicious
269.41,4,4296,7,0,1.19,BillPay,Fuel,Android,No,suspicious
7169.06,13,1757,1,1,1.84,P2P,Electronics,Android,No,fraud
5334.18,22,676,4,0,6.5,Merchant,Fuel,Android,No,suspicious
3587.41,19,231,5,0,2.52,P2P,Fuel,Android,No,suspicious
2460.34,4,3947,5,0,6.68,P2P,Groceries,Android,Yes,fraud
3494.08,17,4086,6,0,0.66,P2P,Travel,Android,Yes,fraud
3032.09,16,1928,2,1,2.18,P2P,Jewelry,iOS,No,fraud
480.87,14,4097,3,0,6.59,P2P,Electronics,iOS,No,suspicious
858.24,18,1195,5,0,1.11,Merchant,Travel,Android,Yes,suspicious
1605.0,7,4840,7,0,9.21,P2P,Jewelry,iOS,No,fraud
2148.28,1,111,6,2,0.97,P2P,Jewelry,Android,No,fraud
324.47,9,1906,8,0,3.76,P2P,Groceries,Android,No,suspicious
793.15,3,2423,1,1,0.62,P2P,Travel,Android,No,suspicious
2092.43,1,24,4,0,5.18,P2P,Groceries,Android,No,fraud
1234.81,19,2359,3,0,3.08,BillPay,Groceries,Android,No,suspicious
3494.44,17,2917,4,1,4.39,Merchant,Fuel,iOS,Yes,fraud
4003.5,16,2420,2,1,4.28,P2P,Travel,Android,No,suspicious
8298.96,22,3502,1,1,1.88,Merchant,Electronics,Android,No,fraud
1294.48,5,1667,1,0,0.63,P2P,Travel,Android,No,safe
3709.96,7,1705,0,0,11.14,Merchant,Electronics,iOS,No,suspicious
1303.61,23,4119,2,1,3.84,Merchant,Electronics,Android,No,fraud
6959.04,3,2307,4,0,3.59,P2P,Electronics,iOS,No,fraud
1061.27,9,530,2,0,2.06,Merchant,Travel,iOS,No,safe
2980.75,4,1088,5,0,14.04,Merchant,Fuel,Android,No,suspicious
513.58,8,313,4,0,16.87,P2P,Jewelry,Android,No,suspicious
977.33,6,3328,3,0,6.76,Merchant,Fuel,Android,No,suspicious
3271.22,12,3290,4,0,1.36,Merchant,Electronics,Android,No,suspicious
12724.02,1,3279,2,0,1.01,P2P,Fuel,iOS,Yes,fraud
286.1,22,176,2,0,0.09,P2P,Electronics,iOS,No,suspicious
2006.09,18,2899,2,1,3.71,Merchant,Groceries,Android,No,suspicious
247.15,14,3171,8,2,6.17,P2P,Travel,Android,No,fraud
1721.39,16,4154,5,0,2.98,BillPay,Groceries,Android,No,suspicious
8992.1,18,1513,4,0,2.72,P2P,Jewelry,Android,No,fraud
121.13,17,2033,3,0,4.79,Merchant,Jewelry,Unknown,Yes,fraud
7787.35,15,3766,2,0,6.01,P2P,Jewelry,Android,No,suspicious
1676.58,11,1402,2,1,0.36,P2P,Jewelry,Unknown,No,fraud
566.45,5,3051,3,0,2.19,Merchant,Travel,Android,Yes,suspicious
2348.18,16,2025,4,0,4.75,P2P,Groceries,Android,No,suspicious
628.19,3,3272,1,1,5.97,Merchant,Fuel,Android,Yes,fraud
1000.61,8,2091,4,0,1.31,Merchant,Groceries,iOS,No,suspicious
2158.91,18,4026,3,0,1.24,P2P,Electronics,Android,No,suspicious
533.13,16,2821,1,1,3.06,Merchant,Electronics,Android,No,suspicious
303.77,12,876,6,0,9.04,Merchant,Fuel,Android,No,suspicious
2493.01,9,3806,5,0,1.49,P2P,Groceries,Android,No,suspicious
953.01,7,760,2,0,5.57,Merchant,Travel,Android,No,safe
1226.41,22,3845,4,0,8.11,P2P,Electronics,iOS,No,suspicious
263.58,22,84,4,2,11.57,P2P,Fuel,Android,No,fraud
2378.1,8,3188,4,2,0.07,P2P,Travel,iOS,No,fraud
1698.59,17,2180,3,2,1.99,P2P,Fuel,Android,No,fraud
1668.28,8,3362,1,2,7.89,Merchant,Electronics,Android,No,fraud
356.68,21,3607,4,0,2.08,P2P,Fuel,Android,Yes,suspicious
1333.91,4,2162,2,1,3.27,P2P,Fuel,Android,No,fraud
6647.59,6,396,1,0,2.93,P2P,Fuel,Android,Yes,suspicious
1935.38,19,4769,4,1,5.83,P2P,Jewelry,Android,No,fraud
2990.2,19,1193,4,0,22.38,Merchant,Fuel,Android,No,suspicious
2014.9,2,4642,3,1,7.8,P2P,Fuel,Android,Yes,fraud
3080.3,21,1967,5,1,2.14,P2P,Jewelry,Android,No,fraud
435.68,11,1559,3,0,3.63,Merchant,Jewelry,Android,No,suspicious
612.58,2,3429,2,1,7.28,P2P,Travel,iOS,No,suspicious
402.0,3,852,4,0,10.27,P2P,Travel,Android,No,suspicious
515.62,18,4551,3,0,4.17,Merchant,Jewelry,Android,No,suspicious
1861.66,9,4377,3,0,0.35,P2P,Electronics,Android,Yes,fraud
1689.42,10,2512,3,0,5.47,P2P,Electronics,Android,Yes,fraud
1578.41,3,467,1,0,0.26,P2P,Electronics,Android,No,suspicious
1438.64,5,732,1,0,2.33,Merchant,Fuel,Android,Yes,suspicious
946.54,15,4961,4,0,2.32,P2P,Jewelry,iOS,No,suspicious
6375.18,1,638,4,1,1.2,P2P,Electronics,Android,No,fraud
6250.71,4,413,2,3,6.3,BillPay,Fuel,Android,No,fraud
3008.32,3,328,2,0,10.72,P2P,Jewelry,Android,No,suspicious
3064.4,3,2088,1,0,1.04,P2P,Electronics,iOS,Yes,fraud
1033.43,11,3488,2,0,0.07,Merchant,Electronics,Android,No,suspicious
3250.51,5,2046,2,0,16.42,Merchant,Travel,Android,No,suspicious
731.45,20,3919,0,0,6.49,Merchant,Electronics,Android,No,suspicious
1589.51,11,1270,0,1,0.56,P2P,Travel,iOS,No,suspicious
1357.13,6,4066,1,0,4.68,Merchant,Fuel,Android,No,safe
1561.0,8,4455,4,0,9.59,P2P,Groceries,iOS,No,suspicious
2559.88,15,2584,1,0,10.79,P2P,Jewelry,iOS,No,suspicious
4977.26,2,3590,1,0,2.69,P2P,Electronics,Android,No,suspicious
149.61,15,4027,4,0,1.8,P2P,Electronics,Android,No,suspicious
3377.29,6,3481,1,0,3.67,Merchant,Groceries,Android,Yes,suspicious
680.82,1,1385,1,0,0.11,BillPay,Groceries,Android,No,suspicious
614.87,20,3957,4,0,5.69,Merchant,Electronics,iOS,Yes,suspicious
1460.95,4,2054,2,0,3.04,P2P,Travel,iOS,No,suspicious
1710.52,0,2883,2,1,8.18,P2P,Jewelry,Android,No,fraud
661.3,11,1968,3,0,4.08,P2P,Jewelry,iOS,No,suspicious
436.81,16,4131,7,1,4.92,Merchant,Groceries,Android,No,fraud
1888.22,18,3531,1,1,3.88,BillPay,Travel,Android,Yes,fraud
5055.54,8,4327,2,0,2.76,P2P,Fuel,iOS,No,suspicious
1540.98,15,3007,1,0,3.56,P2P,Travel,iOS,No,safe
940.89,12,2350,2,0,2.77,BillPay,Groceries,Android,Yes,suspicious
2197.27,1,1725,1,0,6.14,P2P,Jewelry,Android,No,suspicious
1122.8,19,165,3,0,4.1,BillPay,Travel,Android,Yes,suspicious
310.73,16,2808,3,0,4.99,P2P,Travel,Android,Yes,suspicious
10908.4,0,970,4,0,2.54,P2P,Fuel,Android,No,fraud
1024.81,7,3923,2,0,0.53,P2P,Fuel,Unknown,Yes,suspicious
717.22,6,4313,3,0,9.12,P2P,Travel,Android,No,suspicious
1362.13,16,3419,1,2,22.44,P2P,Jewelry,iOS,No,fraud
1250.27,20,3737,2,0,5.45,P2P,Groceries,Android,Yes,suspicious
2857.81,16,2395,2,0,10.68,Merchant,Electronics,iOS,Yes,suspicious
855.37,9,3804,4,0,12.13,P2P,Travel,iOS,No,suspicious
3235.35,21,4224,2,0,10.73,Merchant,Groceries,iOS,Yes,suspicious
976.48,2,957,6,0,6.57,Merchant,Jewelry,iOS,No,fraud
3172.46,13,453,0,0,0.78,Merchant,Jewelry,iOS,No,suspicious
3934.53,8,4809,3,0,2.12,Merchant,Fuel,Android,Yes,suspicious
134.37,14,1280,2,1,1.71,P2P,Electronics,Android,No,suspicious
830.71,0,2042,4,3,3.78,P2P,Travel,Android,No,fraud
597.53,14,642,3,0,2.34,P2P,Groceries,Android,Yes,suspicious
3219.54,3,2206,2,0,12.25,P2P,Electronics,iOS,No,suspicious
557.95,19,3956,6,1,0.55,P2P,Electronics,Android,Yes,fraud
537.9,12,2220,3,0,18.37,P2P,Fuel,Android,Yes,suspicious
1521.03,22,4138,4,1,0.92,BillPay,Jewelry,Android,No,fraud
1328.14,7,4166,1,2,10.06,P2P,Groceries,Android,No,fraud
604.76,8,3265,1,0,10.98,P2P,Electronics,iOS,No,suspicious
3158.22,2,2759,3,0,1.53,P2P,Fuel,Android,No,suspicious
866.61,4,1724,2,0,0.1,Merchant,Travel,Android,No,suspicious
2264.84,11,610,1,0,0.46,P2P,Travel,iOS,No,safe
4130.6,3,2058,4,1,4.01,P2P,Fuel,Android,Yes,fraud
907.45,16,4707,2,1,4.85,Merchant,Groceries,Unknown,No,fraud
6503.78,13,216,4,0,1.07,P2P,Groceries,Android,No,suspicious
203.2,8,189,5,0,2.71,Merchant,Fuel,Android,No,suspicious
2953.49,1,816,1,0,8.29,Merchant,Fuel,Android,No,suspicious
5094.66,21,4548,3,0,3.62,BillPay,Fuel,Android,No,suspicious
2449.72,16,2071,3,1,1.21,Merchant,Electronics,Android,No,fraud
1424.73,23,3130,1,0,2.09,P2P,Fuel,Android,No,safe
4555.37,23,1516,3,1,4.45,P2P,Fuel,iOS,Yes,fraud
957.82,13,4376,6,0,1.56,P2P,Fuel,iOS,Yes,suspicious
1479.6,11,3961,4,0,1.92,P2P,Groceries,Android,No,suspicious
1961.08,8,1852,2,1,2.27,Merchant,Jewelry,iOS,Yes,fraud
1436.46,7,552,4,1,5.24,P2P,Fuel,Android,Yes,fraud
704.56,23,2064,3,0,7.67,P2P,Jewelry,iOS,No,suspicious
2141.6,1,3613,2,0,1.58,Merchant,Travel,Android,No,suspicious
1843.79,6,465,3,2,9.53,P2P,Fuel,Android,No,fraud
813.87,9,1938,4,0,8.26,P2P,Fuel,iOS,No,suspicious
3367.42,8,4054,4,2,3.81,P2P,Travel,Unknown,No,fraud
782.6,6,3955,2,1,2.15,Merchant,Electronics,Android,No,fraud
9655.77,3,3018,5,0,0.03,P2P,Fuel,iOS,Yes,fraud
3036.2,17,3687,1,0,2.71,P2P,Groceries,Android,Yes,suspicious
5083.58,8,2605,3,0,1.97,P2P,Travel,iOS,Yes,suspicious
3005.7,14,3867,8,0,1.44,Merchant,Electronics,Android,Yes,fraud
7882.48,18,2752,3,0,4.36,Merchant,Electronics,Android,No,suspicious
1608.4,1,4869,1,0,4.52,P2P,Travel,iOS,No,suspicious
2402.37,17,2199,4,2,1.15,BillPay,Jewelry,iOS,Yes,fraud
2406.07,1,2311,3,0,1.72,BillPay,Electronics,Android,No,fraud
890.85,7,4617,1,0,0.56,P2P,Groceries,Android,No,safe
1657.11,0,4437,1,0,0.94,P2P,Groceries,iOS,No,suspicious
683.37,3,2053,2,0,9.02,P2P,Electronics,Android,No,suspicious
5679.2,4,4752,2,0,4.67,P2P,Groceries,Android,Yes,fraud
2448.61,0,461,2,0,2.31,Merchant,Electronics,iOS,No,suspicious
5256.48,22,2579,2,0,2.04,BillPay,Fuel,Android,No,suspicious
1417.63,9,2375,2,0,1.92,Merchant,Travel,Unknown,No,suspicious
260.21,1,3122,2,1,2.32,P2P,Groceries,iOS,No,suspicious
1212.34,15,734,2,4,1.42,Merchant,Electronics,Android,No,fraud
1346.55,17,637,2,0,7.78,P2P,Travel,Android,Yes,suspicious
3689.63,15,2818,1,2,1.26,P2P,Electronics,Android,No,fraud
726.03,2,3358,2,0,5.11,BillPay,Fuel,Android,No,suspicious
1565.13,4,4864,3,1,1.65,Merchant,Jewelry,Android,No,fraud
2194.17,22,3727,2,3,1.89,Merchant,Jewelry,Android,No,fraud
740.69,4,248,3,0,3.22,P2P,Electronics,Android,No,suspicious
1633.0,17,422,2,1,0.08,P2P,Travel,iOS,No,suspicious
3686.84,9,3369,2,1,0.59,BillPay,Jewelry,iOS,No,fraud
900.09,6,3391,5,0,7.2,P2P,Travel,Android,No,suspicious
1765.09,22,2818,7,0,1.74,Merchant,Travel,Android,Yes,fraud
925.98,6,3852,3,0,3.93,BillPay,Groceries,Android,No,suspicious
2423.37,10,838,0,0,0.47,P2P,Fuel,Android,No,safe
1318.45,19,4680,2,0,1.35,P2P,Groceries,Android,Yes,suspicious
1040.35,21,845,4,0,4.52,Merchant,Jewelry,Android,No,suspicious
2709.4,15,1962,3,0,3.79,P2P,Electronics,Unknown,No,fraud
567.68,20,3372,5,0,5.85,P2P,Jewelry,Android,No,suspicious
1764.59,9,4710,2,2,0.89,P2P,Travel,Android,No,fraud
1700.29,18,1815,1,1,5.13,P2P,Groceries,Android,Yes,fraud
425.82,17,2188,1,0,5.06,Merchant,Jewelry,iOS,No,suspicious
8149.22,14,2449,5,0,0.6,P2P,Jewelry,iOS,No,fraud
1726.85,0,2313,2,2,4.77,P2P,Groceries,Android,No,fraud
773.71,10,2657,8,1,0.41,BillPay,Fuel,Android,Yes,fraud
4553.76,7,2249,2,0,12.22,Merchant,Fuel,Android,Yes,suspicious
1126.83,19,1880,2,2,3.31,P2P,Jewelry,Android,No,fraud
1771.89,23,4465,3,1,9.7,P2P,Travel,Android,No,suspicious
2772.43,20,3104,1,0,6.26,BillPay,Travel,Android,No,suspicious
1135.38,2,2009,3,1,1.09,Merchant,Travel,Android,Yes,fraud
4438.23,11,1057,3,0,2.13,P2P,Jewelry,Android,No,suspicious
760.16,20,196,4,1,1.51,P2P,Travel,iOS,Yes,fraud
317.51,7,616,0,0,4.11,P2P,Fuel,Android,No,safe
1154.41,4,1618,5,0,1.96,P2P,Jewelry,Android,No,fraud
194.66,19,1492,1,1,2.5,Merchant,Jewelry,Android,No,suspicious
1057.96,3,4439,3,0,23.49,P2P,Jewelry,Android,No,suspicious
1343.0,1,4399,4,0,17.17,BillPay,Electronics,Android,No,fraud
3749.6,14,2677,2,0,2.1,P2P,Fuel,Android,Yes,suspicious
548.98,12,4207,2,1,4.31,Merchant,Travel,Android,No,suspicious
4101.69,15,3247,3,0,3.11,P2P,Jewelry,Android,Yes,fraud
1848.28,18,3896,1,0,9.27,P2P,Jewelry,iOS,No,suspicious
6935.53,3,64,5,1,5.97,Merchant,Jewelry,Android,No,fraud
3344.84,13,3542,4,0,2.22,P2P,Jewelry,Android,No,suspicious
9747.59,15,4313,4,0,7.55,BillPay,Travel,Android,No,suspicious
6179.13,21,3255,0,0,1.7,BillPay,Electronics,Android,No,suspicious
1305.5,21,1172,4,0,7.45,Merchant,Electronics,Android,Yes,fraud
993.13,9,1606,7,0,0.54,P2P,Jewelry,Android,No,fraud
4730.64,9,2607,3,0,5.0,P2P,Electronics,iOS,No,suspicious
905.61,22,3615,3,0,14.75,Merchant,Electronics,iOS,Yes,suspicious
2942.63,21,1337,2,0,0.07,P2P,Travel,Android,No,suspicious
7504.35,8,899,3,0,6.57,P2P,Groceries,iOS,Yes,suspicious
1348.86,21,3937,5,0,0.22,BillPay,Jewelry,Android,Yes,fraud
390.27,3,1696,3,0,4.15,Merchant,Electronics,iOS,Yes,fraud
1047.85,11,219,3,0,1.67,P2P,Travel,Android,No,suspicious
1113.27,11,561,5,1,6.42,P2P,Groceries,iOS,No,fraud
3498.38,20,3817,3,1,16.68,P2P,Travel,Android,No,fraud
1956.07,19,1070,2,0,5.05,BillPay,Travel,Android,Yes,suspicious
4610.48,11,1983,5,0,0.23,BillPay,Travel,Android,No,suspicious
1012.35,20,1173,5,0,0.5,P2P,Electronics,Unknown,No,fraud
2000.39,0,904,3,0,2.39,P2P,Jewelry,iOS,No,fraud
391.93,9,4691,4,0,0.12,BillPay,Groceries,Android,No,suspicious
1487.98,7,3291,4,0,2.9,P2P,Travel,Android,No,suspicious
647.62,6,224,1,0,2.53,Merchant,Groceries,iOS,Yes,suspicious
221.77,23,316,3,2,12.22,P2P,Fuel,Android,Yes,fraud
2179.73,8,3626,3,1,6.93,BillPay,Travel,iOS,Yes,fraud
2195.03,15,3659,3,1,1.93,Merchant,Fuel,iOS,No,suspicious
20162.03,2,3778,6,0,6.34,P2P,Electronics,Android,No,fraud
516.98,5,3581,8,0,0.23,P2P,Travel,Android,No,suspicious
599.47,23,1083,2,0,2.18,P2P,Groceries,Android,No,safe
