age,monthly_salary,profession,education_level,location,home_status,family_wealth,marital_status,marriage_type,government_job,dowry_amount_lakhs
23,64253,Government Officer,PhD,Tier-3,Own,Middle,Divorced,Arranged,1,25.0
38,32700,Government Officer,PhD,Rural,Rented,Upper,Married,Love,1,12.5
38,105930,Business Owner,Diploma,Tier-1,Own,Upper-Middle,Single,Love,0,22.0
26,177558,Private Job,Bachelors,Tier-1,Rented,Middle,Divorced,Love,0,17.5
34,127492,Freelancer,Diploma,Tier-1,Rented,Lower,Divorced,Arranged,0,15.0
25,148827,Freelancer,Bachelors,Rural,Own,Middle,Single,Arranged,0,22.0
23,110127,Doctor,Diploma,Tier-1,Rented,Middle,Divorced,Arranged,0,18.0
26,157939,CA,PhD,Rural,Own,Upper,Single,Love,0,25.5
26,171888,Business Owner,Bachelors,Tier-3,Own,Lower,Married,Arranged,0,16.5
28,101603,Private Job,Bachelors,Tier-2,Rented,Upper,Single,Love,0,18.0
26,20160,Doctor,Masters,Tier-3,Own,Upper,Divorced,Arranged,0,16.5
29,35151,Private Job,Masters,Rural,Own,Lower,Married,Love,0,6.5
29,37861,Doctor,Masters,Tier-3,Own,Upper-Middle,Single,Arranged,0,22.0
27,122671,Software Engineer,PhD,Rural,Own,Upper-Middle,Single,Love,0,24.0
38,175728,Freelancer,PhD,Rural,Own,Middle,Single,Love,0,23.5
32,144090,Private Job,PhD,Tier-2,Rented,Upper-Middle,Divorced,Love,0,17.0
35,137861,CA,Diploma,Tier-3,Own,Middle,Divorced,Arranged,0,19.5
34,20037,CA,Masters,Tier-3,Own,Upper,Single,Love,0,19.0
30,132766,CA,Bachelors,Tier-2,Rented,Middle,Married,Love,0,11.5
33,62554,Business Owner,Bachelors,Rural,Rented,Middle,Married,Arranged,0,7.0
23,106925,Government Officer,Masters,Tier-2,Rented,Lower,Single,Love,1,27.0
33,54204,Freelancer,Bachelors,Tier-1,Rented,Upper,Divorced,Love,0,10.5
30,178385,Private Job,PhD,Rural,Own,Upper,Divorced,Love,0,19.5
23,127246,Software Engineer,Masters,Tier-1,Rented,Upper,Married,Love,0,13.0
32,61635,Private Job,PhD,Tier-1,Own,Upper-Middle,Divorced,Arranged,0,19.0
37,154150,Private Job,Diploma,Tier-3,Own,Lower,Married,Arranged,0,13.5
33,145473,CA,Bachelors,Tier-3,Own,Lower,Divorced,Arranged,0,21.0
31,64197,Private Job,Masters,Tier-2,Own,Upper,Single,Love,0,20.0
40,183855,Software Engineer,PhD,Rural,Rented,Upper,Single,Love,0,24.0
23,156496,Private Job,Bachelors,Tier-2,Rented,Upper,Married,Arranged,0,12.5
33,62070,Private Job,Masters,Tier-1,Rented,Upper-Middle,Single,Love,0,18.0
40,35959,Private Job,Bachelors,Tier-3,Rented,Upper-Middle,Married,Arranged,0,5.5
23,116048,Software Engineer,Diploma,Tier-1,Own,Middle,Single,Arranged,0,25.5
34,101848,Business Owner,Masters,Tier-2,Rented,Lower,Single,Arranged,0,22.0
25,73682,Business Owner,Masters,Tier-1,Own,Upper-Middle,Married,Arranged,0,14.5
25,144700,Private Job,Bachelors,Rural,Own,Lower,Single,Love,0,21.0
31,23529,Freelancer,Bachelors,Tier-3,Own,Middle,Single,Love,0,15.0
31,39200,Private Job,PhD,Tier-1,Rented,Lower,Married,Arranged,0,9.5
40,56900,Software Engineer,Diploma,Tier-1,Rented,Lower,Divorced,Love,0,12.5
22,75196,Doctor,Bachelors,Tier-1,Rented,Lower,Single,Love,0,20.0
29,101060,Doctor,PhD,Rural,Own,Upper-Middle,Married,Love,0,13.5
29,93270,Government Officer,PhD,Rural,Own,Upper,Single,Arranged,1,30.5
40,41437,Private Job,Bachelors,Rural,Rented,Middle,Married,Love,0,3.0
27,128819,Software Engineer,Bachelors,Rural,Rented,Upper-Middle,Married,Arranged,0,11.0
36,64690,CA,Masters,Tier-2,Rented,Middle,Single,Love,0,19.0
31,193948,Government Officer,Bachelors,Tier-3,Own,Lower,Married,Love,1,22.5
23,174660,Private Job,Masters,Rural,Rented,Upper,Single,Arranged,0,22.5
25,39860,Software Engineer,Masters,Tier-2,Own,Middle,Divorced,Arranged,0,17.5
40,87901,Doctor,Diploma,Tier-1,Rented,Lower,Single,Love,0,19.5
33,99736,Freelancer,Bachelors,Tier-3,Rented,Upper,Single,Arranged,0,17.5
40,144377,Private Job,PhD,Tier-2,Rented,Lower,Married,Love,0,12.0
40,171670,Business Owner,PhD,Rural,Own,Lower,Divorced,Arranged,0,22.5
29,156595,Freelancer,Bachelors,Tier-1,Own,Lower,Married,Arranged,0,15.5
38,120756,Government Officer,Masters,Tier-3,Rented,Middle,Divorced,Arranged,1,24.0
25,128019,CA,Diploma,Tier-2,Own,Lower,Married,Love,0,13.0
22,115264,Software Engineer,Diploma,Tier-1,Rented,Upper,Single,Arranged,0,22.5
37,103057,Private Job,Masters,Tier-2,Own,Upper,Divorced,Love,0,17.0
35,42013,Freelancer,Bachelors,Tier-3,Rented,Lower,Single,Love,0,13.0
34,135836,Government Officer,PhD,Tier-2,Rented,Lower,Divorced,Love,1,24.5
34,104525,Software Engineer,Bachelors,Tier-2,Rented,Lower,Married,Arranged,0,12.0
35,56680,Business Owner,Masters,Rural,Own,Upper,Divorced,Arranged,0,15.5
36,38891,Freelancer,Bachelors,Rural,Rented,Middle,Divorced,Arranged,0,8.5
40,165012,Government Officer,PhD,Rural,Rented,Upper-Middle,Single,Arranged,1,31.0
38,79897,Doctor,PhD,Tier-1,Own,Upper-Middle,Married,Arranged,0,17.0
26,147958,Doctor,PhD,Tier-1,Own,Upper,Divorced,Love,0,23.5
37,169627,Business Owner,Diploma,Tier-2,Own,Upper,Married,Arranged,0,16.0
32,93287,Doctor,Masters,Tier-1,Rented,Upper-Middle,Married,Arranged,0,14.0
37,126941,Doctor,Masters,Tier-2,Rented,Middle,Divorced,Arranged,0,19.5
37,108551,Business Owner,Bachelors,Tier-2,Rented,Middle,Married,Love,0,9.0
32,120393,Software Engineer,PhD,Tier-1,Own,Upper-Middle,Single,Love,0,27.0
36,38180,Private Job,Bachelors,Tier-2,Own,Upper,Married,Love,0,7.5
22,178809,Software Engineer,Masters,Rural,Own,Middle,Married,Arranged,0,17.5
31,57222,Doctor,Bachelors,Rural,Own,Upper-Middle,Single,Love,0,19.0
29,131505,Government Officer,Masters,Tier-2,Rented,Upper,Divorced,Love,1,23.5
31,149901,CA,PhD,Tier-1,Rented,Upper,Divorced,Arranged,0,22.0
29,103477,CA,Diploma,Tier-3,Rented,Middle,Married,Love,0,8.0
32,89370,Doctor,Masters,Tier-1,Rented,Middle,Single,Love,0,21.5
39,82657,Private Job,Diploma,Tier-2,Own,Upper-Middle,Married,Arranged,0,11.0
27,79147,Private Job,Diploma,Rural,Own,Middle,Divorced,Love,0,11.5
25,84572,Freelancer,Diploma,Tier-1,Own,Upper-Middle,Single,Love,0,19.0
32,25681,CA,Masters,Tier-1,Own,Upper-Middle,Divorced,Love,0,16.0
22,75418,Freelancer,PhD,Tier-2,Rented,Lower,Divorced,Arranged,0,14.5
40,195608,Freelancer,PhD,Tier-2,Rented,Upper,Single,Arranged,0,25.5
32,155123,Private Job,Diploma,Tier-2,Own,Upper,Married,Love,0,12.5
31,121313,CA,Diploma,Tier-1,Rented,Middle,Married,Love,0,11.0
36,142643,Private Job,Diploma,Tier-3,Rented,Middle,Single,Arranged,0,20.0
39,185836,Private Job,Diploma,Tier-3,Rented,Middle,Single,Love,0,20.0
37,122173,Business Owner,Diploma,Tier-1,Rented,Middle,Single,Arranged,0,22.0
33,107862,Freelancer,PhD,Rural,Rented,Middle,Married,Love,0,7.0
25,70610,Doctor,Bachelors,Tier-1,Own,Upper-Middle,Divorced,Arranged,0,20.0
25,56673,Business Owner,Bachelors,Tier-2,Own,Middle,Divorced,Love,0,14.5
25,192836,Freelancer,PhD,Tier-1,Own,Middle,Married,Arranged,0,19.5
33,86236,Private Job,PhD,Tier-2,Rented,Lower,Single,Love,0,19.0
23,25282,Government Officer,Diploma,Tier-2,Rented,Middle,Single,Love,1,21.0
22,54638,Government Officer,Bachelors,Rural,Own,Upper-Middle,Divorced,Arranged,1,21.5
23,177473,Private Job,Masters,Tier-3,Rented,Lower,Married,Arranged,0,13.5
23,122760,CA,Bachelors,Rural,Rented,Upper,Divorced,Love,0,14.0
28,24967,Business Owner,Masters,Tier-1,Own,Middle,Divorced,Arranged,0,17.0
24,177294,Software Engineer,Diploma,Tier-1,Rented,Upper-Middle,Married,Arranged,0,15.5
29,122236,CA,PhD,Tier-3,Own,Upper,Divorced,Love,0,20.0
22,120550,Freelancer,PhD,Rural,Rented,Lower,Married,Love,0,8.0
32,137825,Freelancer,PhD,Tier-2,Own,Upper,Married,Arranged,0,15.5
24,134718,Business Owner,Bachelors,Rural,Own,Middle,Divorced,Arranged,0,18.5
23,33384,Business Owner,Bachelors,Rural,Own,Upper-Middle,Divorced,Love,0,11.5
29,173127,CA,Masters,Rural,Rented,Middle,Married,Arranged,0,14.5
37,57671,CA,Masters,Tier-3,Own,Lower,Single,Arranged,0,22.5
38,147385,CA,Masters,Rural,Own,Upper-Middle,Married,Love,0,14.0
27,76175,Government Officer,Bachelors,Tier-2,Rented,Upper,Married,Love,1,14.5
30,116602,CA,Diploma,Rural,Own,Upper,Divorced,Arranged,0,17.5
38,177701,CA,Diploma,Tier-3,Own,Upper,Single,Arranged,0,26.5
33,101648,Government Officer,Masters,Tier-2,Own,Middle,Single,Love,1,30.0
37,41588,CA,Diploma,Tier-2,Own,Upper-Middle,Married,Love,0,9.0
25,88031,Government Officer,Bachelors,Tier-3,Own,Upper-Middle,Single,Arranged,1,29.0
24,194880,Software Engineer,Diploma,Tier-3,Own,Upper,Single,Love,0,25.5
31,118120,Software Engineer,Diploma,Rural,Rented,Upper-Middle,Divorced,Love,0,12.5
31,160691,Private Job,PhD,Tier-1,Rented,Lower,Divorced,Love,0,19.0
33,177068,Government Officer,PhD,Tier-3,Own,Lower,Married,Love,1,23.5
25,39898,Government Officer,Bachelors,Tier-3,Rented,Upper-Middle,Single,Arranged,1,23.5
29,41890,Government Officer,PhD,Tier-1,Own,Lower,Married,Arranged,1,21.0
39,194359,Business Owner,PhD,Rural,Own,Middle,Divorced,Love,0,21.5
33,33773,CA,PhD,Tier-3,Own,Middle,Single,Love,0,20.5
40,176791,CA,Bachelors,Tier-1,Own,Upper,Divorced,Arranged,0,24.5
25,112352,CA,Bachelors,Tier-1,Rented,Upper,Single,Love,0,21.5
30,69755,Government Officer,PhD,Rural,Own,Lower,Divorced,Arranged,1,24.0
31,41181,Doctor,Bachelors,Tier-1,Own,Upper-Middle,Divorced,Arranged,0,18.5
31,49936,Business Owner,Bachelors,Tier-2,Rented,Middle,Divorced,Love,0,11.0
23,120607,Private Job,Masters,Tier-3,Own,Middle,Married,Love,0,12.0
30,166197,Doctor,Bachelors,Tier-1,Own,Upper,Single,Love,0,27.5
29,33685,Private Job,Masters,Tier-1,Own,Lower,Divorced,Arranged,0,16.5
26,179256,Government Officer,Diploma,Tier-3,Own,Upper-Middle,Divorced,Love,1,25.5
26,45771,CA,Diploma,Rural,Rented,Middle,Married,Arranged,0,6.0
31,171811,Software Engineer,PhD,Tier-2,Rented,Upper,Divorced,Love,0,20.5
27,74485,Government Officer,Masters,Rural,Own,Upper,Married,Arranged,1,18.5
26,98750,Business Owner,PhD,Rural,Rented,Upper,Single,Love,0,18.5
36,94090,Private Job,Masters,Tier-1,Own,Middle,Married,Arranged,0,14.5
30,148063,CA,Masters,Tier-1,Rented,Middle,Single,Love,0,24.0
36,42224,Freelancer,Masters,Tier-3,Rented,Lower,Married,Arranged,0,6.0
24,142937,Freelancer,PhD,Rural,Own,Upper,Married,Love,0,12.0
24,23254,Business Owner,Diploma,Rural,Own,Upper-Middle,Married,Love,0,5.0
36,67876,Doctor,Bachelors,Rural,Rented,Middle,Single,Love,0,16.5
37,112252,Private Job,Masters,Rural,Rented,Lower,Divorced,Love,0,12.5
37,89099,Freelancer,Bachelors,Tier-3,Rented,Upper,Single,Love,0,15.0
23,32903,Doctor,Bachelors,Rural,Rented,Middle,Single,Arranged,0,17.0
33,196806,Doctor,PhD,Tier-1,Rented,Lower,Married,Arranged,0,20.0
23,20422,Doctor,Masters,Tier-1,Own,Lower,Divorced,Arranged,0,18.5
31,173499,CA,Masters,Rural,Own,Middle,Married,Love,0,15.5
33,108185,CA,Masters,Tier-1,Own,Middle,Single,Love,0,25.0
31,118902,Freelancer,Bachelors,Tier-2,Own,Upper-Middle,Single,Love,0,20.5
34,191791,Doctor,PhD,Tier-3,Rented,Middle,Single,Love,0,26.0
27,95346,Business Owner,PhD,Tier-3,Rented,Upper,Married,Love,0,9.5
23,63030,Software Engineer,Diploma,Rural,Rented,Middle,Married,Love,0,5.0
34,161838,CA,Masters,Rural,Own,Upper-Middle,Divorced,Arranged,0,22.0
24,66696,Business Owner,Bachelors,Tier-3,Own,Middle,Married,Arranged,0,11.0
24,50379,Software Engineer,Diploma,Tier-2,Own,Upper-Middle,Divorced,Arranged,0,16.5
39,37035,Government Officer,PhD,Tier-3,Rented,Upper-Middle,Married,Arranged,1,15.5
34,127702,Freelancer,Diploma,Tier-1,Rented,Upper-Middle,Divorced,Love,0,13.0
29,88333,Private Job,Bachelors,Tier-3,Rented,Lower,Single,Love,0,16.0
27,109936,Software Engineer,Diploma,Tier-3,Rented,Upper,Married,Arranged,0,10.0
26,75235,Government Officer,Diploma,Tier-3,Own,Lower,Single,Arranged,1,27.5
37,171689,Government Officer,Masters,Rural,Own,Lower,Single,Arranged,1,33.5
37,84570,Business Owner,Diploma,Tier-2,Rented,Lower,Married,Love,0,7.0
28,158720,Doctor,Diploma,Tier-3,Own,Middle,Divorced,Arranged,0,21.0
29,45099,Software Engineer,Bachelors,Tier-1,Rented,Middle,Divorced,Arranged,0,15.0
30,120377,CA,Bachelors,Tier-2,Rented,Middle,Single,Arranged,0,23.0
30,187757,Software Engineer,PhD,Rural,Rented,Upper-Middle,Single,Love,0,24.0
26,96685,Private Job,Bachelors,Tier-1,Rented,Upper,Divorced,Arranged,0,15.5
36,56653,CA,Diploma,Tier-1,Rented,Lower,Divorced,Love,0,12.5
29,68794,Doctor,Bachelors,Tier-2,Rented,Upper,Married,Love,0,8.5
25,100795,Business Owner,Bachelors,Rural,Rented,Middle,Married,Arranged,0,9.0
34,196835,Government Officer,PhD,Tier-3,Own,Middle,Single,Arranged,1,36.5
36,177181,CA,Diploma,Tier-1,Own,Middle,Single,Arranged,0,28.5
33,52516,CA,Masters,Tier-3,Own,Lower,Married,Arranged,0,12.5
23,140358,Software Engineer,PhD,Tier-1,Rented,Middle,Married,Love,0,15.0
36,45154,Doctor,Masters,Rural,Own,Lower,Divorced,Arranged,0,16.5
27,131009,Government Officer,Bachelors,Tier-3,Rented,Middle,Single,Arranged,1,28.5
33,127233,Private Job,Bachelors,Tier-1,Own,Upper,Divorced,Arranged,0,20.0
29,138917,Freelancer,Bachelors,Rural,Rented,Upper,Single,Arranged,0,18.5
34,193584,Business Owner,PhD,Tier-1,Own,Middle,Divorced,Love,0,24.5
32,99677,Business Owner,Diploma,Rural,Own,Lower,Single,Arranged,0,20.5
30,22258,Business Owner,PhD,Tier-3,Own,Middle,Married,Love,0,9.0
27,71433,Private Job,Bachelors,Tier-2,Own,Lower,Single,Arranged,0,21.5
24,46010,Private Job,Diploma,Rural,Own,Upper,Married,Arranged,0,7.0
33,165654,Freelancer,Masters,Tier-2,Own,Lower,Divorced,Love,0,19.0
30,23762,Freelancer,Diploma,Tier-3,Rented,Lower,Divorced,Love,0,6.0
23,24012,Software Engineer,Bachelors,Tier-3,Rented,Upper-Middle,Divorced,Love,0,10.0
33,124084,CA,Masters,Tier-1,Rented,Upper-Middle,Divorced,Love,0,18.0
28,154397,CA,Masters,Rural,Own,Lower,Single,Love,0,24.5
32,170570,Doctor,Masters,Tier-1,Own,Lower,Married,Love,0,19.0
37,129777,Freelancer,Diploma,Rural,Own,Upper,Divorced,Arranged,0,15.0
35,89187,CA,Masters,Rural,Own,Upper-Middle,Single,Love,0,21.0
23,184944,Doctor,Masters,Tier-2,Rented,Upper-Middle,Married,Arranged,0,17.5
25,91604,Private Job,Diploma,Tier-2,Rented,Middle,Single,Arranged,0,18.5
38,72747,Private Job,PhD,Tier-1,Rented,Upper,Married,Love,0,9.5
23,168986,Doctor,Bachelors,Tier-3,Rented,Upper-Middle,Divorced,Arranged,0,19.5
25,100849,Software Engineer,PhD,Tier-1,Own,Lower,Divorced,Arranged,0,23.0
32,119167,Business Owner,Masters,Tier-2,Own,Lower,Married,Love,0,13.5
24,188041,Freelancer,Bachelors,Tier-1,Own,Upper-Middle,Divorced,Love,0,20.0
27,26470,Doctor,Bachelors,Tier-1,Own,Upper-Middle,Divorced,Arranged,0,17.5
38,57785,Private Job,Diploma,Tier-3,Rented,Lower,Married,Love,0,3.5
26,41861,CA,Bachelors,Tier-1,Rented,Middle,Divorced,Love,0,13.0
38,186616,Business Owner,Diploma,Tier-1,Own,Upper,Married,Love,0,16.0
38,141902,Freelancer,Masters,Rural,Rented,Upper-Middle,Single,Love,0,18.0
31,44932,Private Job,Bachelors,Tier-2,Own,Lower,Married,Love,0,8.0
25,54350,Business Owner,PhD,Tier-1,Own,Middle,Divorced,Love,0,17.5
31,28668,Freelancer,Masters,Tier-3,Own,Upper,Married,Arranged,0,8.0
36,129839,Freelancer,Bachelors,Tier-3,Own,Upper,Married,Arranged,0,12.0
26,68662,Private Job,Bachelors,Rural,Own,Lower,Divorced,Arranged,0,14.0
35,109371,Government Officer,PhD,Tier-1,Rented,Middle,Married,Love,1,19.0
39,108575,Business Owner,Masters,Tier-3,Own,Upper,Single,Arranged,0,24.0
27,193375,Business Owner,Masters,Tier-3,Rented,Middle,Married,Love,0,13.5
23,121978,Freelancer,Diploma,Tier-2,Own,Upper-Middle,Divorced,Love,0,15.0
24,89393,Government Officer,Bachelors,Tier-3,Own,Upper,Single,Love,1,27.0
30,78442,CA,Diploma,Rural,Rented,Upper-Middle,Single,Arranged,0,17.5
35,151389,Doctor,Diploma,Tier-2,Rented,Upper,Divorced,Love,0,17.0
30,97963,Software Engineer,Bachelors,Tier-2,Rented,Middle,Divorced,Love,0,14.5
24,87141,Doctor,Bachelors,Tier-1,Rented,Upper-Middle,Divorced,Love,0,15.5
27,197648,Business Owner,Diploma,Tier-2,Own,Upper,Married,Arranged,0,17.5
36,166782,Government Officer,Diploma,Tier-2,Rented,Upper-Middle,Married,Love,1,18.0
29,46410,Government Officer,Diploma,Tier-1,Own,Middle,Married,Love,1,16.0
35,23130,Freelancer,PhD,Rural,Rented,Upper-Middle,Married,Arranged,0,5.0
31,153441,Doctor,PhD,Rural,Rented,Upper-Middle,Single,Love,0,23.0
35,181080,Business Owner,Bachelors,Tier-2,Rented,Upper,Divorced,Love,0,18.0
36,44865,Doctor,Diploma,Tier-2,Rented,Middle,Single,Arranged,0,18.5
27,139003,Business Owner,Diploma,Tier-2,Rented,Middle,Divorced,Love,0,14.5
30,161748,Doctor,Masters,Tier-2,Rented,Middle,Married,Arranged,0,16.5
29,120537,Government Officer,Diploma,Rural,Rented,Upper-Middle,Divorced,Arranged,1,21.0
24,116823,Doctor,Diploma,Rural,Own,Middle,Married,Love,0,11.0
36,88931,Business Owner,PhD,Tier-2,Own,Middle,Married,Arranged,0,15.0
40,32988,Government Officer,Masters,Tier-3,Rented,Upper-Middle,Married,Arranged,1,14.5
26,125366,CA,Bachelors,Tier-1,Own,Lower,Married,Arranged,0,17.0
22,57314,Business Owner,Diploma,Tier-2,Rented,Upper,Single,Arranged,0,17.5
28,26733,Private Job,Bachelors,Tier-3,Rented,Upper-Middle,Married,Love,0,3.0
29,65799,Private Job,Masters,Tier-2,Rented,Upper-Middle,Divorced,Love,0,12.0
36,88263,Software Engineer,Bachelors,Rural,Rented,Lower,Married,Arranged,0,9.0
38,28736,Doctor,Bachelors,Tier-2,Rented,Upper,Single,Arranged,0,18.5
23,133985,Freelancer,Bachelors,Tier-2,Rented,Lower,Single,Arranged,0,20.5
24,134582,Software Engineer,Masters,Rural,Rented,Middle,Married,Arranged,0,12.5
27,86126,Government Officer,PhD,Tier-3,Rented,Upper,Divorced,Arranged,1,23.0
38,51477,CA,Masters,Rural,Rented,Lower,Single,Arranged,0,18.5
24,70611,Freelancer,Bachelors,Tier-3,Rented,Upper,Divorced,Love,0,9.5
37,50608,Government Officer,Bachelors,Tier-2,Rented,Upper-Middle,Divorced,Arranged,1,20.5
39,46255,Freelancer,Bachelors,Rural,Own,Upper,Married,Arranged,0,7.0
36,196025,Private Job,Diploma,Tier-2,Own,Upper-Middle,Single,Love,0,24.5
32,196087,Freelancer,PhD,Tier-3,Rented,Upper-Middle,Divorced,Arranged,0,19.5
26,88200,Business Owner,Diploma,Rural,Rented,Upper-Middle,Married,Arranged,0,7.0
37,61592,Freelancer,PhD,Tier-3,Rented,Lower,Single,Arranged,0,18.0
25,40011,CA,Diploma,Tier-2,Own,Upper-Middle,Single,Arranged,0,21.0
36,57906,Software Engineer,Bachelors,Tier-1,Own,Lower,Divorced,Love,0,16.5
37,85631,Doctor,Diploma,Tier-1,Rented,Upper-Middle,Married,Arranged,0,11.5
32,160752,Government Officer,PhD,Tier-2,Rented,Upper-Middle,Married,Arranged,1,23.0
26,132591,Business Owner,Diploma,Tier-2,Own,Middle,Divorced,Love,0,17.5
29,21444,Doctor,Masters,Tier-2,Rented,Upper,Divorced,Love,0,12.5
38,92860,Private Job,Diploma,Rural,Own,Upper-Middle,Divorced,Arranged,0,14.5
32,181967,Private Job,Masters,Tier-1,Own,Upper,Divorced,Arranged,0,24.0
28,163058,Business Owner,Masters,Tier-1,Own,Lower,Divorced,Love,0,22.0
39,43424,Freelancer,Diploma,Rural,Own,Upper,Single,Arranged,0,16.0
33,147154,CA,PhD,Rural,Own,Upper-Middle,Single,Love,0,25.0
36,109831,Government Officer,Diploma,Rural,Rented,Upper,Married,Love,1,13.0
33,112727,Government Officer,Bachelors,Tier-3,Own,Upper-Middle,Single,Arranged,1,30.5
27,91706,Government Officer,Masters,Tier-3,Rented,Upper-Middle,Single,Love,1,25.5
30,123115,Business Owner,Bachelors,Tier-2,Own,Upper-Middle,Single,Love,0,23.0
35,165734,Software Engineer,Bachelors,Tier-2,Own,Middle,Married,Love,0,16.0
22,137205,Software Engineer,Diploma,Rural,Rented,Middle,Married,Love,0,8.5
31,162699,Private Job,Bachelors,Tier-1,Rented,Lower,Divorced,Arranged,0,19.0
22,152127,Private Job,Diploma,Tier-2,Own,Upper-Middle,Single,Arranged,0,24.5
34,165981,CA,Diploma,Tier-1,Own,Lower,Single,Arranged,0,28.0
22,137441,Private Job,Bachelors,Tier-1,Own,Middle,Divorced,Arranged,0,20.5
37,48754,Freelancer,Masters,Tier-2,Own,Middle,Divorced,Arranged,0,15.0
32,185269,CA,Masters,Tier-2,Rented,Lower,Married,Arranged,0,17.0
23,72499,Freelancer,Bachelors,Rural,Rented,Upper-Middle,Divorced,Love,0,8.5
37,155744,Business Owner,PhD,Tier-3,Own,Middle,Divorced,Love,0,20.5
35,192378,Business Owner,PhD,Tier-3,Rented,Middle,Single,Arranged,0,26.5
22,135758,Software Engineer,Bachelors,Tier-3,Own,Middle,Married,Love,0,13.5
22,195649,Freelancer,Diploma,Tier-1,Rented,Upper-Middle,Single,Love,0,21.5
33,168151,CA,PhD,Tier-3,Rented,Upper,Married,Arranged,0,16.0
24,112197,Business Owner,Bachelors,Tier-2,Own,Middle,Single,Arranged,0,24.5
30,107087,CA,PhD,Rural,Own,Middle,Married,Love,0,13.0
24,189121,Doctor,Bachelors,Tier-2,Own,Middle,Single,Arranged,0,29.5
26,140826,Business Owner,Diploma,Tier-2,Own,Lower,Single,Love,0,23.0
40,68728,Government Officer,PhD,Tier-2,Own,Upper-Middle,Single,Arranged,1,31.0
22,134295,Doctor,PhD,Tier-1,Rented,Upper-Middle,Single,Love,0,25.0
40,154093,Software Engineer,PhD,Tier-1,Rented,Upper,Divorced,Arranged,0,22.5
36,80628,Doctor,Bachelors,Tier-2,Rented,Upper,Single,Arranged,0,21.5
34,172696,Private Job,Masters,Tier-2,Rented,Lower,Single,Arranged,0,24.5
26,126619,Government Officer,PhD,Tier-3,Own,Lower,Married,Arranged,1,23.0
39,149424,Business Owner,Bachelors,Rural,Rented,Upper,Married,Arranged,0,11.0
40,103638,Private Job,Masters,Rural,Own,Upper-Middle,Married,Arranged,0,12.0
36,181661,Software Engineer,PhD,Tier-1,Rented,Upper-Middle,Single,Love,0,27.0
34,63435,Doctor,Masters,Rural,Own,Lower,Divorced,Arranged,0,17.5
29,158395,Freelancer,Bachelors,Tier-3,Own,Upper,Single,Love,0,21.5
29,31397,Private Job,PhD,Rural,Own,Upper-Middle,Married,Love,0,7.5
27,174115,Freelancer,Bachelors,Tier-2,Own,Lower,Single,Love,0,23.5
26,67512,Business Owner,Bachelors,Rural,Rented,Upper-Middle,Divorced,Arranged,0,12.0
33,60357,Government Officer,Bachelors,Tier-2,Own,Middle,Divorced,Love,1,22.0
24,66927,Doctor,Diploma,Tier-1,Own,Upper-Middle,Single,Arranged,0,23.5
23,195482,Private Job,Masters,Tier-1,Rented,Middle,Married,Arranged,0,16.5
36,104828,Freelancer,Bachelors,Tier-1,Rented,Middle,Married,Love,0,8.0
40,95834,Software Engineer,PhD,Tier-2,Own,Middle,Married,Love,0,14.5
35,195278,CA,PhD,Rural,Rented,Lower,Divorced,Love,0,19.5
35,123228,Software Engineer,Bachelors,Tier-2,Rented,Upper,Married,Love,0,11.0
33,159781,Freelancer,Bachelors,Tier-1,Own,Middle,Divorced,Arranged,0,20.5
30,106482,Private Job,PhD,Tier-1,Own,Upper,Married,Love,0,14.0
23,193980,Business Owner,Diploma,Tier-3,Rented,Upper,Married,Love,0,11.5
29,196591,Government Officer,Masters,Rural,Rented,Middle,Divorced,Arranged,1,26.5
28,179460,Business Owner,PhD,Rural,Own,Lower,Divorced,Arranged,0,22.5
24,72868,CA,Diploma,Tier-1,Own,Upper-Middle,Divorced,Arranged,0,18.5
29,196397,Doctor,Diploma,Tier-3,Rented,Upper-Middle,Married,Love,0,13.0
33,166574,Doctor,PhD,Rural,Own,Upper,Married,Arranged,0,18.5
38,70353,CA,Bachelors,Tier-1,Rented,Middle,Married,Love,0,9.5
29,141953,Private Job,Bachelors,Tier-1,Own,Middle,Single,Arranged,0,26.0
23,190986,Private Job,Bachelors,Tier-2,Rented,Middle,Single,Arranged,0,24.5
29,96676,Private Job,PhD,Rural,Rented,Upper,Divorced,Love,0,12.5
30,47939,Government Officer,Diploma,Rural,Rented,Upper,Single,Arranged,1,22.0
39,100831,Freelancer,Masters,Tier-2,Own,Upper,Single,Love,0,21.0
38,58026,Freelancer,PhD,Rural,Own,Middle,Married,Love,0,7.5
37,89987,Doctor,Diploma,Tier-3,Own,Upper-Middle,Divorced,Arranged,0,17.5
25,73400,Business Owner,Diploma,Tier-1,Rented,Upper-Middle,Married,Love,0,7.5
31,189176,Business Owner,Masters,Rural,Rented,Middle,Married,Love,0,12.0
25,66432,Doctor,Bachelors,Rural,Rented,Upper-Middle,Single,Love,0,16.5
30,34819,CA,PhD,Tier-1,Own,Upper,Married,Love,0,12.5
27,62242,Private Job,Bachelors,Tier-2,Rented,Upper-Middle,Divorced,Love,0,11.0
40,58781,Software Engineer,Diploma,Rural,Rented,Upper-Middle,Divorced,Love,0,9.5
40,151391,Freelancer,PhD,Rural,Rented,Lower,Divorced,Love,0,14.5
33,150508,Doctor,Bachelors,Tier-2,Own,Upper,Married,Arranged,0,18.0
22,20765,Private Job,Masters,Tier-2,Own,Upper,Single,Love,0,18.0
